"","Rank","ID","Symbol","mean expression","SD","max delta e","min delta e","correlation","->t.score","->p.value","Metagene","Chromosome","Description"
"Vitvi06g01713",1,"Vitvi06g01713","",1.63658227862765,1.52499165597832,5.75860486992046,-1.62165166181265,0.780320906028424,9.42035263371967,"1.60094160150948e-13      .","5 x 1"," ",""
"Vitvi05g00204",2,"Vitvi05g00204","Vitvi05g00204",1.88989655216217,2.30166016081573,5.7199507583336,-1.87724223914716,0.872114860470135,13.4565840528909,"0      .","4 x 1","5 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi15g00835",3,"Vitvi15g00835","Vitvi15g00835",1.39759925727829,1.80034011172164,5.62546156421187,-1.39759925727829,0.820177852697944,10.8234811001622,"8.88178419700125e-16      .","5 x 1","15 ","Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."
"Vitvi09g01554",4,"Vitvi09g01554","",1.36438827759866,1.58055514338893,5.60095920253265,-1.36438827759866,0.779585268986441,9.3976949285387,"1.74193992563687e-13      .","4 x 3"," ",""
"Vitvi05g00170",5,"Vitvi05g00170","Vitvi05g00170",2.57000486144656,2.42349599495939,5.27497615349905,-2.54488551766165,0.918774612390503,17.5706786509975,"0      .","3 x 1","5 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi18g00353",6,"Vitvi18g00353","Vitvi18g00353",1.86578141856098,1.4963421792925,5.24471293724328,-1.86578141856098,0.441626277104149,3.71623785767406,"0.00023133685661314      .","5 x 6","18 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi06g01917",7,"Vitvi06g01917","Vitvi06g01917",2.58387626091451,1.79986137805488,5.23199316441384,-2.50491198425663,0.750576740772909,8.57577697623141,"3.83271192561097e-12      .","4 x 3","6 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi18g03065",8,"Vitvi18g03065","",1.04368962085323,1.46860628575363,5.12250465117007,-1.04368962085323,0.75653375627542,8.73409901172121,"2.10431672087452e-12      .","4 x 4"," ",""
"Vitvi06g01280",9,"Vitvi06g01280","",1.77457995241524,1.69002975003717,5.0914284999211,-1.76992282638632,0.832491775884724,11.3443154761892,"2.22044604925031e-16      .","4 x 2"," ",""
"Vitvi02g01405",10,"Vitvi02g01405","Vitvi02g01405",1.78681312714648,1.24491934482954,5.05005601082726,-1.63286635773904,0.639612319872502,6.28201101553797,"2.47257823104974e-08      .","4 x 6","2 ","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"Vitvi15g00770",11,"Vitvi15g00770","Vitvi15g00770",1.57333401975791,1.69486890255861,4.96496982453313,-1.57333401975791,0.591290116144616,5.53548648150863,"4.08953746866558e-07      .","5 x 4","15 ","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
