"","Rank","ID","Symbol","mean expression","SD","max delta e","min delta e","correlation","->t.score","->p.value","Metagene","Chromosome","Description"
"Vitvi02g00532",1,"Vitvi02g00532","Vitvi02g00532",3.15158524213538,1.31054008817124,2.5100191840971,-2.83512335039738,0.68118728733677,7.02470511822496,"1.44707446025905e-09      .","34 x 40","2 ","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"Vitvi02g01239",2,"Vitvi02g01239","",1.55292811779265,1.03847252755163,2.50719647406176,-1.39144207662087,0.642769962757567,6.33476692156348,"2.02328891418802e-08      .","35 x 37"," ",""
"Vitvi02g01355",3,"Vitvi02g01355","Vitvi02g01355",2.56286848138888,1.25849764077853,2.4964363927777,-2.40138244021711,0.703066301622927,7.46428457803248,"2.67748379023658e-10      .","37 x 40","2 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi04g01873",4,"Vitvi04g01873","Vitvi04g01873",4.52858835130415,1.48123645752471,2.48195067830305,-3.97985294588283,0.852208058488363,12.2973859234288,"0      .","35 x 40","4 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi15g01388",5,"Vitvi15g01388","Vitvi15g01388",3.05837454171835,1.51107280031029,2.46789009619789,-2.95526987953336,0.610955502433379,5.82647111085579,"1.38137129068738e-07      .","33 x 40","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g01176",6,"Vitvi16g01176","",2.37639939697915,1.38639186122505,2.42002770223066,-2.31613019318377,0.671761963924139,6.84654023953518,"2.86525292381157e-09      .","33 x 40"," ",""
"Vitvi18g02045",7,"Vitvi18g02045","",1.68841142775962,1.26856112930362,2.38294590532935,-1.68841142775962,0.510870662324829,4.48665722032733,"1.78016616468879e-05      .","35 x 39"," ",""
"Vitvi14g03036",8,"Vitvi14g03036","Vitvi14g03036",3.8511681910541,1.18461070332693,2.33253281864414,-2.94676909593928,0.72829968336379,8.02403753403711,"3.13453707434519e-11      .","34 x 40","14 ","Binding to a zinc ion (Zn)."
"Vitvi09g00593",9,"Vitvi09g00593","Vitvi09g00593",2.41351345430562,1.29716296686472,2.30864988589728,-2.3682070269646,0.837516230121088,11.5720439519709,"0      .","36 x 40","9 ","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi18g03009",10,"Vitvi18g03009","Vitvi18g03009",1.60822616556787,1.23524125840831,2.30299213236979,-1.60822616556787,0.509239260736981,4.46730242116565,"1.90345395723046e-05      .","30 x 40","18 ",""
"Vitvi10g00027",11,"Vitvi10g00027","Vitvi10g00027",5.78833968979727,1.96293511784963,2.2944932428259,-4.09172421693272,0.840695846109291,11.7211915450288,"0      .","35 x 40","10 ","The chemical reactions and pathways resulting in the formation of thiamine (vitamin B1), a water soluble vitamin present in fresh vegetables and meats, especially liver."
"Vitvi10g01138",12,"Vitvi10g01138","Vitvi10g01138",3.04441783709757,1.46194724630118,2.28204277364561,-2.98081609760668,0.72627571698456,7.97677252610877,"3.75548481201804e-11      .","33 x 40","10 ","Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."
"Vitvi18g00473",13,"Vitvi18g00473","Vitvi18g00473",3.01729078371405,1.09907747481658,2.26767454817937,-2.99831056253173,0.585185643552514,5.44833918049623,"5.64577686157364e-07      .","33 x 37","18 ","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"Vitvi03g00860",14,"Vitvi03g00860","Vitvi03g00860",4.14968024336382,1.360506769144,2.2375446435886,-3.50722269192342,0.620916731061919,5.98030218123104,"7.74639985490211e-08      .","35 x 40","3 ","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"Vitvi05g01934",15,"Vitvi05g01934","",2.82641867875072,0.946627810660134,2.21538364154733,-2.01789018777871,0.652309904159876,6.4975478653088,"1.08833052570034e-08      .","36 x 37"," ",""
"Vitvi14g01641",16,"Vitvi14g01641","Vitvi14g01641",1.87696394379023,0.956949687989925,2.214295782809,-1.86203332697523,0.652156385268867,6.49488677272084,"1.09943487647257e-08      .","33 x 39","14 ","The formation of the principal food-conducting tissue of a vascular plant."
"Vitvi17g00750",17,"Vitvi17g00750","Vitvi17g00750",2.11662824484508,1.37849932233104,2.17803212216026,-2.11662824484508,0.750619495291409,8.57689587339778,"3.81650266945144e-12      .","34 x 40","17 ",""
