"","Rank","ID","Symbol","mean expression","SD","max delta e","min delta e","correlation","->t.score","->p.value","Metagene","Chromosome","Description"
"Vitvi05g00733",1,"Vitvi05g00733","Vitvi05g00733",0.587362498941956,0.581041752981439,1.76214542957484,-0.587362498941956,0.531278401742521,4.73450987976448,"7.47794414168723e-06      .","7 x 39","5 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g01576",2,"Vitvi17g01576","Vitvi17g01576",2.84975833590004,0.822767101365017,1.44423614471607,-2.0025146030518,0.542399045276803,4.87432529919601,"4.55031215051971e-06      .","7 x 40","17 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g01269",3,"Vitvi07g01269","",0.821151750117895,0.486566675811776,1.42163331942653,-0.799620684495399,0.578906543785525,5.36016832411575,"7.81321922715961e-07      .","9 x 38"," ",""
"Vitvi13g01973",4,"Vitvi13g01973","Vitvi13g01973",2.50942147471745,0.408561540727043,1.32699118757469,-0.88827262916015,0.668477235232024,6.78589646852268,"3.61450291919141e-09      .","8 x 40","13 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi18g00711",5,"Vitvi18g00711","Vitvi18g00711",0.554691557980823,0.490483267203327,1.32389153748159,-0.554691557980823,0.667356474624587,6.76536977215104,"3.91005472444306e-09      .","7 x 40","18 ","A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."
"Vitvi04g01312",6,"Vitvi04g01312","Vitvi04g01312",1.40063134345365,0.589139609293057,1.28647941686597,-1.19695181937502,0.723077918332138,7.90298712930214,"4.98057151077091e-11      .","7 x 40","4 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi07g00363",7,"Vitvi07g00363","Vitvi07g00363",2.24176575098304,0.483409668073392,1.20550327453195,-1.05776802473707,0.609870550209103,5.80998812471369,"1.46943705869873e-07      .","7 x 40","7 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi16g01753",8,"Vitvi16g01753","Vitvi16g01753",1.46716355309378,0.741013979165919,1.19861971149278,-1.42185712575276,0.396737007409612,3.26309320410441,"0.00093245141273024      .","8 x 40","16 ","Binding to ADP, adenosine 5'-diphosphate."
"Vitvi00g01640",9,"Vitvi00g01640","",1.52474850233172,0.494076170885074,1.17191207715768,-1.06020919442884,0.564893035401328,5.16848549550076,"1.57533903943907e-06      .","9 x 40"," ",""
"Vitvi09g02101",10,"Vitvi09g02101","",1.52423819276933,0.494280337088973,1.17060443938296,-1.06313988050716,0.565166919047583,5.172167044347,"1.55437301074812e-06      .","9 x 40"," ",""
"Vitvi10g01197",11,"Vitvi10g01197","",1.76169075171998,0.620932187599528,1.1654426700053,-1.45017823829653,0.613275791293099,5.86189805309327,"1.20940004233461e-07      .","8 x 40"," ",""
