"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g00086","Vitvi01g00086","40 x 19","CabFra_warm_r3","Vitvi01g00086","An RNA polymerase complex containing polypeptides encoded by the plastid genome. Plastid-encoded DNA-directed RNA polymerases resemble eubacterial multisubunit RNA polymerases, with a core composed of alpha, beta, and beta-prime subunits. Some forms contain multiple additional subunits. An additional sigma factor subunit is required for promoter recognition."
"Vitvi01g00484","Vitvi01g00484","23 x 31","Tocai_freeze_r1","Vitvi01g00484","Binding to a protein."
"Vitvi01g01058","Vitvi01g01058","31 x 38","Tocai_acclim_r3","Vitvi01g01058","A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma."
"Vitvi01g01765","Vitvi01g01765","25 x 13","Sangio_acclim_r2","Vitvi01g01765","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi01g01773","Vitvi01g01773","38 x 23","Tocai_warm_r3","Vitvi01g01773","Binding to a metal ion."
"Vitvi01g01812","Vitvi01g01812","14 x 8","Sangio_freeze_r2","Vitvi01g01812","Binding to a protein."
"Vitvi04g00878","Vitvi04g00878","32 x 6","Chard_warm_r2","Vitvi04g00878","Binding to a protein."
"Vitvi04g01029","Vitvi04g01029","29 x 19","CabFra_warm_r2","Vitvi04g01029","Binding to a protein."
"Vitvi05g00855","Vitvi05g00855","17 x 23","Riesl_freeze_r3","Vitvi05g00855","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g00417","Vitvi07g00417","16 x 4","Riesl_freeze_r2","Vitvi07g00417","Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives."
"Vitvi07g00675","Vitvi07g00675","23 x 36","Riesl_acclim_r1","Vitvi07g00675","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g01721","Vitvi07g01721","37 x 36","CabFra_warm_r3","Vitvi07g01721","Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives."
"Vitvi07g02035","Vitvi07g02035","20 x 38","Chard_acclim_r2","Vitvi07g02035","Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to the epsilon-amino group of a lysine residue in a protein substrate."
"Vitvi08g00145","Vitvi08g00145","2 x 22","CabFra_freeze_r2","Vitvi08g00145","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g00900","Vitvi08g00900","12 x 27","Sangio_accfreeze_r1","Vitvi08g00900","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g01786","Vitvi08g01786","33 x 29","Tocai_warm_r3","Vitvi08g01786","Binding to a protein."
"Vitvi11g00800","Vitvi11g00800","40 x 25","CabFra_warm_r3","Vitvi11g00800","Binding to a metal ion."
"Vitvi11g01240","Vitvi11g01240","1 x 34","Sangio_accfreeze_r1","Vitvi11g01240","Binding to a protein."
"Vitvi12g00537","Vitvi12g00537","23 x 33","Sangio_acclim_r3","Vitvi12g00537","Catalysis of the transfer of a methyl group to an acceptor molecule."
"Vitvi12g00568","Vitvi12g00568","13 x 24","Riesl_freeze_r3","Vitvi12g00568","Binding to a protein."
"Vitvi12g00746","Vitvi12g00746","33 x 31","Chard_warm_r1","Vitvi12g00746","Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to the epsilon-amino group of a lysine residue in a protein substrate."
"Vitvi13g00002","Vitvi13g00002","17 x 28","Riesl_warm_r1","Vitvi13g00002","Binding to a protein."
"Vitvi13g00215","Vitvi13g00215","17 x 18","CabFra_freeze_r1","Vitvi13g00215","Binding to a protein."
