"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g00412","Vitvi01g00412","1 x 4","CabFra_freeze_r2","Vitvi01g00412","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi01g00916","Vitvi01g00916","13 x 18","Tocai_freeze_r3","Vitvi01g00916","Binding to a nucleic acid."
"Vitvi01g00918","Vitvi01g00918","3 x 1","Riesl_freeze_r2","Vitvi01g00918","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi01g00958","Vitvi01g00958","40 x 39","Tocai_warm_r3","Vitvi01g00958","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi02g00228","Vitvi02g00228","2 x 1","Riesl_warm_r1","Vitvi02g00228","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi02g00425","Vitvi02g00425","22 x 27","Sangio_acclim_r3","Vitvi02g00425","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi02g00772","Vitvi02g00772","35 x 37","Tocai_warm_r3","Vitvi02g00772","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi03g00004","Vitvi03g00004","3 x 18","Riesl_freeze_r1","Vitvi03g00004","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi03g01600","Vitvi03g01600","16 x 22","Sangio_accfreeze_r1","Vitvi03g01600","Binding to a metal ion."
"Vitvi04g00072","Vitvi04g00072","36 x 40","CabFra_acclim_r3","Vitvi04g00072","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g00287","Vitvi04g00287","30 x 20","Tocai_warm_r3","Vitvi04g00287","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi04g00463","Vitvi04g00463","26 x 18","Chard_freeze_r2","Vitvi04g00463","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi04g00546","Vitvi04g00546","10 x 22","Sangio_accfreeze_r1","Vitvi04g00546","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g01210","Vitvi04g01210","31 x 34","Sangio_warm_r1","Vitvi04g01210","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi04g01244","Vitvi04g01244","19 x 40","Sangio_accfreeze_r2","Vitvi04g01244","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g01578","Vitvi04g01578","29 x 19","Tocai_freeze_r1","Vitvi04g01578","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi04g01579","Vitvi04g01579","1 x 35","Sangio_accfreeze_r1","Vitvi04g01579","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi06g00248","Vitvi06g00248","6 x 1","CabFra_freeze_r2","Vitvi06g00248","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
