"","Rank","ID","Symbol","mean expression","SD","max delta e","min delta e","correlation","->t.score","->p.value","Metagene","Chromosome","Description"
"Vitvi06g01714",1,"Vitvi06g01714","",2.64782868394341,0.935808592122432,3.76732631367802,-1.79507450756008,0.451178335952837,3.81689004903172,"0.000167625974024754      .","19 x 11"," ",""
"Vitvi01g02000",2,"Vitvi01g02000","",0.89861097791081,1.09155170453105,3.6323872343952,-0.896363030101178,0.754044679508933,8.66734474706308,"2.70894418008538e-12      .","20 x 13"," ",""
"Vitvi13g00517",3,"Vitvi13g00517","Vitvi13g00517",0.552540529848676,0.848870850761,3.61525961124846,-0.552540529848676,0.31324056038818,2.49023858157177,"0.00785243410333958      .","21 x 10","13 ","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor)."
"Vitvi01g02070",4,"Vitvi01g02070","Vitvi01g02070",0.772623595912976,0.859168992038138,3.60250169102909,-0.772623595912976,0.567865335491852,5.20857419055445,"1.36127700700595e-06      .","20 x 13","1 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi04g00345",5,"Vitvi04g00345","Vitvi04g00345",1.53736060469385,1.30260006535294,3.58938712436785,-1.53736060469385,0.490639160690069,4.25109291316911,"3.98898743539933e-05      .","19 x 14","4 ",""
"Vitvi01g01998",6,"Vitvi01g01998","Vitvi01g01998",0.998407801888395,1.14660564302156,3.29927987636922,-0.998407801888395,0.774365024559245,9.23971260084471,"3.14193115968919e-13      .","20 x 13","1 ","Catalysis of the transfer of a methyl group to an acceptor molecule."
"Vitvi18g01669",7,"Vitvi18g01669","Vitvi18g01669",1.30752943193968,1.41376321098253,3.10409443347182,-1.30752943193968,0.458444541113539,3.89455467345679,"0.000130359434549643      .","22 x 13","18 ","Catalysis of the transfer of a methyl group to the oxygen atom of an acceptor molecule."
"Vitvi16g01259",8,"Vitvi16g01259","",1.52414342419173,1.17605883749747,3.00217424814462,-1.52414342419173,0.664014992228029,6.70465979622456,"4.93281193669759e-09      .","20 x 13"," ",""
"Vitvi07g02587",9,"Vitvi07g02587","",1.15466739352566,1.25744702600359,2.86922957716798,-1.15001026749674,0.443614870262402,3.73706019018078,"0.000216498661623321      .","19 x 15"," ",""
"Vitvi07g00329",10,"Vitvi07g00329","Vitvi07g00329",0.797434523099747,1.2842673259471,2.85128889518846,-0.797434523099747,0.684460100726008,7.08807100052754,"1.13475384644346e-09      .","20 x 13","7 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi14g00149",11,"Vitvi14g00149","Vitvi14g00149",0.740950511662022,0.810819796808863,2.7732087464098,-0.740950511662022,0.600515881578569,5.66998842240558,"2.48010948444843e-07      .","18 x 12","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g02578",12,"Vitvi07g02578","",0.814881453738683,0.848302158407687,2.58897277868457,-0.812633505929051,0.751770727025567,8.60711704147008,"3.40327765968595e-12      .","19 x 14"," ",""
"Vitvi18g00878",13,"Vitvi18g00878","Vitvi18g00878",1.01064037825017,0.96565664165004,2.55687649775862,-1.01064037825017,0.706182738679795,7.53014086491238,"2.07952433051162e-10      .","20 x 13","18 ","Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."
"Vitvi00g01805",14,"Vitvi00g01805","Vitvi00g01805",2.43019380311659,1.38909531249536,2.4817754659818,-2.41121358193427,0.464885606196704,3.96422554029245,"0.000103821770921941      .","22 x 12","Un ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi12g02574",15,"Vitvi12g02574","",0.5541875603552,0.898902390899102,2.47436560167649,-0.5541875603552,0.72571777897979,7.96382072781947,"3.94624333210913e-11      .","20 x 13"," ",""
"Vitvi12g00354",16,"Vitvi12g00354","",1.89362423182763,1.5168548018181,2.44607312925613,-1.89362423182763,0.211135504710078,1.6308015880042,"0.0542230513199968      .","17 x 15"," ",""
